,,,,,
,,"DN có bảo trì định kỳ thiết bị (bôi trơn, vệ sinh, căn chỉnh) để giữ hiệu suất không?",,CAO — Thiết bị thiếu bảo trì tiêu hao nhiều điện hơn,Bảo trì phòng ngừa
,,DN có tận dụng nhiệt thải (heat recovery) từ máy nén/lò khi khả thi không?,,THẤP — Bỏ lỡ cơ hội thu hồi năng lượng,Hiệu quả năng lượng
,"Điều hòa, Thông gió & Làm lạnh",Nhiệt độ điều hòa có được đặt hợp lý (≈25–26°C) & kiểm soát không?,,CAO — Mỗi 1°C thấp hơn ≈ +2–3% điện điều hòa,QCVN 09:2017/BXD
,,"Hệ thống điều hòa/chiller có được bảo trì & vệ sinh định kỳ (lọc, dàn) không?",,"CAO — Dàn bẩn làm giảm hiệu suất, tăng điện",Bảo trì HVAC
,,"Khu vực có điều hòa có được cách nhiệt & đóng kín (cửa, rèm) tốt không?",,TRUNG BÌNH — Thất thoát lạnh làm điều hòa chạy nhiều hơn,QCVN 09:2017/BXD
,,Hệ thống thông gió/cấp gió tươi có vận hành đúng nhu cầu (không thừa) không?,,TRUNG BÌNH — Thông gió quá mức lãng phí điện làm mát,Tối ưu HVAC
,,Chiller/hệ làm lạnh có hệ điều khiển (BMS/cảm biến) tối ưu theo tải không?,,CAO — BMS tối ưu chiller tiết kiệm đáng kể,BMS best practice
,,DN có theo dõi tỷ trọng điện của hệ làm mát trong tổng tiêu thụ không?,,TRUNG BÌNH — Làm mát thường là khoản lớn cần ưu tiên,VEEP
,Chiếu sáng,DN đã chuyển sang đèn LED ở các khu vực chính chưa?,,CAO — LED tiết kiệm 50–70% so với đèn cũ,Nhãn năng lượng / MEPS
,,Khu vực ít dùng có cảm biến hiện diện/hẹn giờ tắt đèn không?,,TRUNG BÌNH — Đèn cháy ở khu vực trống là lãng phí thuần,Best practice
,,"DN có tận dụng ánh sáng tự nhiên (giếng trời, cửa sổ) khi khả thi không?",,THẤP — Bỏ lỡ nguồn sáng miễn phí,Thiết kế hiệu quả
,,Độ rọi (lux) có phù hợp công việc (không thừa sáng) không?,,THẤP — Chiếu sáng quá mức lãng phí điện,QCVN chiếu sáng
,,Đèn ngoài trời/biển hiệu có hẹn giờ/cảm biến ánh sáng không?,,THẤP — Đèn ngoài chạy ban ngày là lãng phí,Tối ưu vận hành
,,Có người chịu trách nhiệm tắt đèn khu vực không sử dụng cuối ca không?,,TRUNG BÌNH — Không ai phụ trách = đèn chạy qua đêm,Hành vi tiết kiệm
,Năng lượng tái tạo & Quản lý phụ tải,"DN đã đánh giá tiềm năng lắp điện mặt trời mái nhà (diện tích mái, phụ tải) chưa?",,CAO — Bỏ lỡ cơ hội giảm chi phí điện & phát thải,Nghị định 58/2025/NĐ-CP (ĐMT mái tự dùng)
,,"Nếu đã lắp ĐMT, DN có hệ giám sát & bảo trì tấm pin không?",,TRUNG BÌNH — Pin bẩn/lỗi làm giảm sản lượng,Vận hành ĐMT
,,DN có nắm quy định ĐMT mái tự sản tự tiêu (đăng ký theo công suất) không?,,TRUNG BÌNH — Hệ ≥1.000 kW phải đăng ký với Sở Công Thương,Nghị định 58/2025/NĐ-CP
,,DN có biết khung giờ cao điểm/thấp điểm & dịch chuyển phụ tải để giảm tiền điện không?,,CAO — Chạy tải lớn vào giờ cao điểm rất tốn tiền,Biểu giá ToU EVN
,,DN có cân nhắc pin lưu trữ (BESS) để cắt đỉnh/dự phòng khi khả thi không?,,THẤP — BESS giúp cắt đỉnh phụ tải & dự phòng mất điện,VEEP (BESS)
,,DN có theo dõi hồ sơ phụ tải (load profile) theo thời gian thực không?,,TRUNG BÌNH — Không biết đỉnh tải = không tối ưu được,VEEP load profile
,,DN có cân nhắc mua điện tái tạo qua cơ chế DPPA (nếu nhu cầu lớn) không?,,THẤP — DPPA cho phép mua điện sạch trực tiếp,Nghị định 57/2025/NĐ-CP (DPPA)
,"Quản trị, Tuân thủ & Hành vi",DN có người phụ trách quản lý năng lượng không?,,CAO — Không ai sở hữu = không cải thiện,Luật SDNLTK&HQ (người quản lý NL)
,,"Nếu là cơ sở sử dụng năng lượng trọng điểm (≥1.000 TOE/năm), DN có kiểm toán năng lượng & lập kế hoạch theo quy định không?",,NGHIÊM TRỌNG — Bắt buộc với cơ sở trọng điểm; vi phạm bị phạt,Nghị định 30/2026/NĐ-CP; Thông tư 25/2020/TT-BCT
,,DN có sử dụng thiết bị đã dán nhãn năng lượng khi mua sắm mới không?,,TRUNG BÌNH — Thiết bị không hiệu suất tốn điện suốt vòng đời,Dán nhãn NL & MEPS
,,DN có đào tạo nhân viên về thói quen tiết kiệm điện không?,,TRUNG BÌNH — Hành vi quyết định phần lớn lãng phí,Hành vi tiết kiệm
,,DN có lập kế hoạch/lộ trình tiết kiệm năng lượng hằng năm không?,,CAO — Không kế hoạch = cải thiện rời rạc,Thông tư 25/2020/TT-BCT
,,DN có truyền thông kết quả tiết kiệm điện tới đội ngũ để duy trì động lực không?,,THẤP — Không ghi nhận làm giảm động lực,Gắn kết nhân viên
,,DN có cân nhắc tiếp cận tín dụng xanh để tài trợ nâng cấp hiệu quả năng lượng không?,,THẤP — Bỏ lỡ nguồn vốn ưu đãi cho đầu tư EE,Tín dụng xanh; Phân loại xanh QĐ 21/2025
,,,,,
,TỔNG HỢP KẾT QUẢ ĐÁNH GIÁ,,,,
,Số mục Đầy đủ,0,,,
,Số mục Một phần,0,,,
,Số mục Chưa có,0,,,
,Số mục N/A (Không áp dụng),0,,,
,ĐIỂM QUẢN LÝ NĂNG LƯỢNG (%),0%,,Giai đoạn đầu — Bắt đầu từ giám sát & các mục NGHIÊM TRỌNG,
